Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Scaled_Length,Scaled_Diameter,Scaled_Height,Scaled_Whole_Weight,Scaled_Shucked_Weight,Scaled_Viscera_Weight,Scaled_Shell_Weight,Scaled_Rings,Radius
F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,595,475,160,1140.5,547,231,271,60,1
F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,595,465,140,1113,517.5,244,305,120,1
M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,600,475,175,1344.5,549,287.5,360,110,1
F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10,600,475,155,1210,653,169.5,320.5,100,1
M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,600,495,175,1290,606,276,344.5,110,1
F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10,605,475,175,1382,609,232.5,398.5,100,1
M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,605,455,160,1103.5,421,301.5,325,90,1
F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,615,500,175,1377,558.5,330,292,120,1
F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,615,520,150,1343.5,629,260.5,345,100,1
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9,615,510,150,1296,545,331.5,320,90,1
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,615,505,165,1340,531.5,281.5,410,120,1
F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,620,505,160,1372.5,628.5,275,368.5,110,1
M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9,620,500,165,1307,635.5,254.5,315,90,1
F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11,625,490,155,1208.5,465,162,411,110,1
F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11,625,490,200,1382.5,589.5,285,381,110,1
M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,630,505,165,1260,452.5,275.5,406,140,1
M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,635,510,170,1355.5,619,305,390,90,1
F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10,635,500,150,1376,649.5,361,310,100,1
F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,635,485,165,1294.5,668,260.5,271.5,90,1
F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,640,510,165,1486,759.5,332,321,80,1
M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,650,525,175,1471.5,675,315,399,110,1
M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9,655,520,165,1409.5,586,291,405,90,1
M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,655,580,205,2080.5,959,341.5,601,170,1
M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15,660,530,170,1390.5,590.5,212,453,150,1
M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10,660,520,190,1558,755,298,400,100,1
F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,670,585,160,1309,544.5,294.5,413,100,1
F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,675,525,170,1809.5,784,391,455,120,1
F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9,675,525,155,1478.5,628,340.5,420,90,1
F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11,680,560,195,1777.5,861,322,415,110,1
F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,685,540,160,1667.5,833,377.5,475,110,1
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11,695,560,220,1834,845.5,422,455,110,1
M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,730,595,230,2825.5,1146.5,419,897,170,1
I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,205,140,50,46,16.5,12,13.5,60,1
I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5,240,175,55,70.5,25,14,21,50,1
I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3,240,175,65,66.5,31,13.5,17,30,1
I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,255,190,50,83,29.5,21.5,27,60,1
I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,255,180,55,83,31,21.5,20,40,1
I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,265,195,60,92,34.5,25,24.5,60,1
I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4,280,120,75,117,45.5,29,34.5,40,1
I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,295,230,80,162.5,65,50,38.5,50,1
I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4,300,235,80,131,50,26.5,43,40,1
I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6,300,230,95,138.5,56,36.5,37,60,1
I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5,305,220,70,141,62,31,37,50,1
I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6,315,235,75,148.5,58.5,37.5,42.5,60,1
I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8,315,230,70,144,53,30.5,40,80,1
I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,320,240,90,157.5,70,26.5,42.5,50,1
I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,325,240,75,187,82.5,44.5,50,60,1
I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,330,265,85,196,77.5,30.5,44.5,60,1
I,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7,335,250,75,182.5,70.5,44,55,70,1
I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,335,250,75,186,94.5,38,44.5,70,1
I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,340,250,75,178.5,66.5,45.5,45,50,1
I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,340,250,70,222.5,104,42.5,55,70,1
I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7,345,265,100,245.5,111,53.5,65,70,1
I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6,370,290,95,249,104.5,58,67,60,1
I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,370,280,95,286.5,150.5,69,79.5,70,1
I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,375,280,90,215,84,60,55,60,1
I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,385,265,80,251,124,37,70,60,1
I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,410,310,90,339,155,69.5,90,70,1
I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7,410,305,90,353.5,157,74.5,100,70,1
I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,410,310,90,333.5,163.5,61,91,60,1
I,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6,415,330,90,359.5,170,81,90,60,1
I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,420,320,115,376,169,92,100,50,1
I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,420,315,100,343.5,157,79.5,90,60,1
I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6,425,340,100,382,164,96,100,60,1
I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,425,315,100,377,164.5,72,105,60,1
I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,430,325,100,364.5,157.5,82.5,105,70,1
I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,430,325,90,425,217,87,95,70,1
I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8,435,325,120,399.5,181.5,61,112.5,80,1
I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,435,340,115,392.5,182.5,78,114.5,60,1
I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6,440,345,130,449.5,209,83.5,134,60,1
I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,440,325,90,350,148,67,105,70,1
F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,445,335,110,435.5,202.5,109.5,119.5,60,1
I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7,445,350,130,419.5,169.5,94.5,119.5,70,1
I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7,450,360,130,478,191,127,137,70,1
I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,450,355,105,444.5,197,93,133.5,80,1
I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,450,345,110,470,235.5,85.5,113.5,70,1
I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,450,335,105,447,233.5,153,119,70,1
I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7,455,355,125,532.5,225,126,146.5,70,1
I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,455,375,120,497,235.5,105.5,129.5,60,1
I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7,460,360,100,463.5,232.5,93,115,70,1
I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7,460,345,105,449,196,94.5,126.5,70,1
I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7,465,365,115,467,231.5,92.5,113,70,1
I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7,465,370,115,534,261,98,143,70,1
I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7,465,345,110,441.5,175.5,90.5,120,70,1
F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,465,350,125,482,230,106,109.5,60,1
M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8,470,365,120,612,327,150,140,80,1
F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8,470,365,120,582,290,92,146,80,1
M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,475,370,125,537,222,121.5,150,90,1
F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,475,360,120,591.5,324.5,110,127,60,1
M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,480,375,115,676.5,320.5,106.5,170,60,1
M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,480,385,145,640,292.5,140.5,157.5,60,1
M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,480,360,100,439,194,99,115,80,1
M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7,480,365,120,601.5,312,117,140,70,1
F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7,485,370,115,478.5,199.5,95.5,129,70,1
M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,490,385,125,649,320,124,169.5,80,1
M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8,495,395,135,633.5,303.5,129.5,149.5,80,1
M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7,495,400,135,610,272,143.5,144,70,1
M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,500,390,135,659.5,314.5,153.5,156.5,60,1
I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,500,385,120,560,283.5,103,135,80,1
M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7,500,385,135,642.5,319.5,129,153.5,70,1
M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7,500,400,125,672.5,336,120,182.5,70,1
F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9,505,390,130,674,316.5,141,178.5,90,1
I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8,505,390,150,685,362,131,156,80,1
M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9,505,410,125,642,289,133,155,90,1
I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8,505,355,125,601,250,120.5,185,80,1
M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,510,390,135,769,393.5,145.5,190,80,1
I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7,510,375,100,578.5,238,122.5,175,70,1
I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7,510,405,135,769,365.5,158.5,180,70,1
M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8,510,405,150,703.5,347,134,188.5,80,1
M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,510,410,145,796,386.5,181.5,195.5,80,1
F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8,515,430,140,834,367,200,230,80,1
M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7,515,390,155,712.5,369.5,137,155,70,1
F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8,525,415,140,724,347.5,173,175,80,1
M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11,525,400,140,732.5,334,157.5,170,110,1
F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8,530,425,130,758.5,325,197,205,80,1
F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8,530,425,150,849.5,328,232,202,80,1
M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7,530,405,125,651.5,271.5,160.5,186,70,1
F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8,535,400,135,821.5,393.5,196,205,80,1
M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8,535,430,140,716.5,285.5,159.5,215.5,80,1
M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,535,435,140,874,373.5,229,219.5,80,1
F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9,550,445,155,990.5,544,178,218,90,1
F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,550,430,140,810.5,368,161,275,90,1
F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9,560,455,160,967,452.5,207,274,90,1
F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8,565,400,130,697.5,307.5,166.5,180,80,1
M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10,570,450,155,1195,562.5,256.5,295,100,1
M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,570,450,155,1193.5,513,210,343,100,1
F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,570,455,150,1107,540,255,270,80,1
M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,570,445,140,1063.5,526.5,219.5,240,80,1
M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,570,460,170,903.5,407.5,193.5,214,70,1
M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9,575,475,160,1114,495.5,274.5,290,90,1
F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9,575,460,160,1103,538,221,249,90,1
F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7,580,460,150,1115.5,557.5,225.5,290,70,1
F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8,580,460,180,1051.5,409.5,259.5,276,80,1
M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,580,455,150,1012,498.5,211.5,283.5,100,1
F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,580,450,145,1137,558.5,220,290,80,1
M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9,580,490,130,1133.5,586,256.5,237,90,1
M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,590,465,155,1136,524.5,261.5,275,110,1
M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8,590,470,160,1206,479,242.5,309,80,1
F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,590,455,145,1063,515.5,244.5,250,80,1
F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11,595,470,155,1121,451.5,178,155,110,1
F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11,595,450,150,1114,586.5,220.5,250,110,1
M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9,595,475,165,1213,621,243.5,274,90,1
F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9,595,460,140,1004.5,465.5,209.5,251.5,90,1
M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,595,455,150,1044,518,220.5,270,90,1
F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9,605,490,150,1134.5,526.5,264.5,295,90,1
M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9,605,475,155,1161,572,245.5,275,90,1
M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11,605,470,165,1231.5,602.5,262,292.5,110,1
M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11,610,470,150,1162.5,565,258,308.5,110,1
M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10,610,475,155,1168,554,239,329.5,100,1
F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8,615,480,160,1252.5,585,259.5,330,80,1
F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,620,510,180,1331.5,594,276,388,110,1
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,625,480,170,1352.5,623.5,278,365,100,1
M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,625,490,175,1332.5,570.5,271,405,100,1
F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,625,475,175,1143.5,475.5,247.5,349,100,1
F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,625,500,165,1288,573,303.5,315,90,1
F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9,625,485,200,1380,584.5,302,401,90,1
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8,630,485,155,1278,637,275,310,80,1
F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11,630,495,165,1307.5,599,284,315,110,1
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,630,480,150,1178.5,518.5,248,323.5,80,1
M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11,635,490,175,1375,623,270.5,395,110,1
M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,635,525,185,1406.5,684,300,374.5,100,1
M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10,640,505,155,1402.5,705,265.5,335,100,1
F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11,640,500,170,1517.5,693,326,409,110,1
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,640,500,175,1394,493.5,291,400,100,1
F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10,645,500,155,1220.5,614.5,236,318.5,100,1
M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11,645,520,175,1636,779,342,432,110,1
M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8,645,520,175,1561,709,355.5,400,80,1
F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8,645,505,165,1432.5,684,308,336,80,1
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11,645,500,175,1338.5,633,299,349,110,1
F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10,645,500,160,1246.5,547.5,327,300,100,1
F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10,645,515,150,1212,515,205.5,385,100,1
M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9,650,495,160,1304,570,312,372.5,90,1
M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11,650,520,210,1678.5,666.5,308,460,110,1
M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10,650,525,185,1622,664.5,322.5,477,100,1
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9,655,460,160,1494,689.5,331,182.5,90,1
F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10,655,510,175,1652.5,851.5,336.5,403,100,1
F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,660,505,185,1528,690,302.5,441,110,1
M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9,660,535,190,1590.5,642.5,297,517.5,90,1
M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10,660,495,195,1627.5,594,359.5,485,100,1
F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6,660,475,180,1369.5,641,294,335,60,1
M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,670,525,165,1608.5,682,314.5,400.5,110,1
F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10,675,570,225,1587,739,299.5,435,100,1
F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12,675,565,195,1837.5,764.5,361.5,553,120,1
M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12,680,535,185,1607,724.5,321.5,498,120,1
M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8,690,525,175,1700.5,825.5,362,405,80,1
M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10,690,505,200,1872,893,401.5,480,100,1
F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10,695,535,175,1838.5,803.5,396,503,100,1
F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12,705,535,180,1685,693,420,404.5,120,1
M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11,710,565,205,2198,1012,522.5,547.5,110,1
M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10,715,565,175,1952.5,764.5,418.5,413.5,100,1
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11,715,525,185,1560,665.5,383,405,110,1
F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11,735,600,220,2555,1133.5,440,600,110,1
M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12,765,600,220,2302,1007,509,620.5,120,1
I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4,185,130,45,29,12,7.5,9.5,40,1
I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3,195,150,45,37.5,18,6,11,30,1
I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,195,135,40,32.5,13.5,5,9.5,40,1
I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4,200,155,40,43.5,15.5,9,7,40,1
I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4,225,165,55,59,27,12.5,15,40,1
I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4,245,180,65,71,30,13,21.5,40,1
I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5,250,180,65,68.5,24.5,15.5,22.5,50,1
I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7,265,195,55,84,36.5,17.5,25,70,1
I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6,275,195,65,106,54,20,28,60,1
I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5,280,210,85,107.5,41.5,24,34,50,1
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,285,220,65,96,40.5,20.5,30,50,1
I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6,300,220,80,125.5,55,26.5,39,60,1
I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6,315,235,55,151,65,27,39,60,1
I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6,320,225,85,141.5,67.5,29.5,40.5,60,1
I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5,340,265,80,201.5,90,47.5,55,50,1
I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6,370,280,100,221,116.5,26.5,63.5,60,1
I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,375,280,80,234.5,112.5,45.5,67,60,1
I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,375,275,100,232.5,116.5,42,65,60,1
I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7,385,290,80,248.5,122,49.5,65,70,1
I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6,400,320,95,348,194,53,87,60,1
I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7,405,300,110,320,172,44,93,70,1
I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,410,300,100,282,125.5,57,87.5,70,1
I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6,410,325,100,324.5,132,72,106,60,1
I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7,420,300,105,316,125.5,70,103.5,70,1
I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7,420,320,110,362.5,174,63.5,105,70,1
I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6,420,310,95,279,125.5,51,88,60,1
I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7,425,325,115,368.5,162,86.5,104.5,70,1
M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7,430,335,120,397,198.5,86.5,103.5,70,1
I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6,435,330,110,413,205.5,96,96,60,1
I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,435,345,115,418,222,73.5,106,70,1
I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7,440,330,110,370.5,154.5,84,120,70,1
I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7,445,345,105,409,167.5,101.5,117,70,1
I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7,445,340,145,434,194.5,90.5,130,70,1
I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8,445,335,110,411,198.5,93.5,109,80,1
I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8,450,365,125,462,213.5,98.5,131.5,80,1
I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6,450,340,120,492.5,241,107.5,120,60,1
I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7,450,330,105,371.5,186.5,78.5,97.5,70,1
I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6,450,330,100,411,194.5,100,98,60,1
I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,450,330,110,368.5,160,88.5,102,60,1
I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7,460,350,115,415.5,180,98,117.5,70,1
M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7,470,360,105,544,270,139.5,129,70,1
I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6,470,380,125,484.5,211,107.5,142,60,1
I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6,475,350,110,456.5,206,99,130,60,1
I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7,475,350,100,454.5,216.5,111,115,70,1
I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8,480,380,125,624.5,339.5,108.5,166.5,80,1
M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7,490,465,125,522.5,235,130,141,70,1
I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7,500,375,140,549.5,248,112,158.5,70,1
I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9,500,375,120,542,215,116,170,90,1
I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8,500,380,125,519,248.5,113.5,134,80,1
M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6,500,390,125,521.5,248.5,117,131,60,1
F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7,505,390,125,544.5,246,150,140.5,70,1
I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8,510,405,125,679.5,346.5,139.5,182,80,1
F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,510,400,125,545,261,115,138.5,60,1
I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9,510,400,125,557.5,261.5,119.5,152.5,90,1
I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8,510,380,115,515.5,215,113.5,166,80,1
